,labels,scores,hw1_rules_1_Rule_N_v1,hw1_rules_Verification,hw1_rules_2_Rule_N_v1,hw1_rules_1_Rule_N,hw1_rules_2_Rule_N
hw1_design_(1584),0,-0.6537753300000001,1,1,1,1,1
hw1_design_(12)_v1,0,-0.6536954599999999,1,1,1,1,1
hw1_design_(12),0,-0.6536954599999999,1,1,1,1,1
hw1_design_(1114),0,-0.6535884,1,1,1,1,1
hw1_design_(1114),0,-0.6535884,1,1,1,1,1
hw1_design_(938),0,-0.6535177,1,1,1,1,1
hw1_design_(938),0,-0.6535177,1,1,1,1,1
hw1_design_(1432),0,-0.6534855,1,1,1,1,1
hw1_design_(1432)_v1,0,-0.6534855,1,1,1,1,1
hw1_design_(335),0,-0.6533594000000001,1,1,1,1,1
hw1_design_(335),0,-0.6533594000000001,1,1,1,1,1
hw1_design_(937),0,-0.653337,1,1,1,1,1
hw1_design_(937),0,-0.653337,1,1,1,1,1
hw1_design_(386),0,-0.65328395,1,1,1,1,1
hw1_design_(386)_v1,0,-0.65328395,1,1,1,1,1
hw1_design_(898),0,-0.6531972,1,1,1,1,1
hw1_design_(898),0,-0.6531972,1,1,1,1,1
hw1_design_(318),0,-0.6531769,1,1,1,1,1
hw1_design_(318),0,-0.6531769,1,1,1,1,1
hw1_design_(739)_v1,0,-0.653077,1,1,1,1,1
hw1_design_(739),0,-0.653077,1,1,1,1,1
hw1_design_(74),0,-0.6529363,1,1,1,1,1
hw1_design_(74),0,-0.6529363,1,1,1,1,1
hw1_design_(720),0,-0.6529244,1,1,1,1,1
hw1_design_(720),0,-0.6529244,1,1,1,1,1
hw1_design_(1463),0,-0.6529231700000001,1,1,1,1,1
hw1_design_(1463)_v1,0,-0.6529231700000001,1,1,1,1,1
hw1_design_(1060),0,-0.6528830499999999,1,1,1,1,1
hw1_design_(1060)_v1,0,-0.6528830499999999,1,1,1,1,1
hw1_design_(77),0,-0.6528657999999999,1,1,1,1,1
hw1_design_(77),0,-0.6528657999999999,1,1,1,1,1
hw1_design_(591),0,-0.6527507300000001,1,1,1,1,1
hw1_design_(591),0,-0.6527507300000001,1,1,1,1,1
hw1_design_(80),0,-0.6527048,1,1,1,1,1
hw1_design_(80),0,-0.6527048,1,1,1,1,1
hw1_design_(988),0,-0.6525395500000001,1,1,1,1,1
hw1_design_(988),0,-0.6525395500000001,1,1,1,1,1
hw1_design_(564),0,-0.6523549600000002,1,1,1,1,1
hw1_design_(564),0,-0.6523549600000002,1,1,1,1,1
hw1_design_(22),0,-0.6521814,1,1,1,1,1
hw1_design_(22),0,-0.6521814,1,1,1,1,1
hw1_design_(330),0,-0.6518746599999999,1,1,1,1,1
hw1_design_(330),0,-0.6518746599999999,1,1,1,1,1
hw1_design_(214),0,-0.6516919,1,1,1,1,1
hw1_design_(214),0,-0.6516919,1,1,1,1,1
hw1_design_(1757),0,-0.6516646,1,1,1,1,1
hw1_design_(1757)_v1,0,-0.6516646,1,1,1,1,1
hw1_design_(899)_v1,0,-0.65148365,1,1,1,1,1
hw1_design_(899),0,-0.65148365,1,1,1,1,1
hw1_design_(778),0,-0.65140516,1,1,1,1,1
hw1_design_(778),0,-0.65140516,1,1,1,1,1
hw1_design_(1274)_v1,0,-0.65134287,1,1,1,1,1
hw1_design_(1274),0,-0.65134287,1,1,1,1,1
hw1_design_(440),0,-0.65133893,1,1,1,1,1
hw1_design_(440),0,-0.65133893,1,1,1,1,1
hw1_design_(664),0,-0.651233,1,1,1,1,1
hw1_design_(664),0,-0.651233,1,1,1,1,1
hw1_design_(228),0,-0.6510476,1,1,1,1,1
hw1_design_(228),0,-0.6510476,1,1,1,1,1
hw1_design_(892),0,-0.65090215,1,1,1,1,1
hw1_design_(892),0,-0.65090215,1,1,1,1,1
hw1_design_(722)_v1,0,-0.65078616,1,1,1,1,1
hw1_design_(722),0,-0.65078616,1,1,1,1,1
hw1_design_(248),0,-0.6507064700000001,1,1,1,1,1
hw1_design_(248),0,-0.6507064700000001,1,1,1,1,1
hw1_design_(612),0,-0.65068877,1,1,1,1,1
hw1_design_(612),0,-0.65068877,1,1,1,1,1
hw1_design_(1405),0,-0.6506317,1,1,1,1,1
hw1_design_(1405)_v1,0,-0.6506317,1,1,1,1,1
hw1_design_(557)_v1,0,-0.65057683,1,1,1,1,1
hw1_design_(557),0,-0.65057683,1,1,1,1,1
hw1_design_(588),0,-0.6505085,1,1,1,1,1
hw1_design_(588),0,-0.6505085,1,1,1,1,1
hw1_design_(11)_v1,0,-0.6504696599999998,1,1,1,1,1
hw1_design_(11),0,-0.6504696599999998,1,1,1,1,1
hw1_design_(364),0,-0.6503942,1,1,1,1,1
hw1_design_(364),0,-0.6503942,1,1,1,1,1
hw1_design_(1217),0,-0.65027255,1,1,1,1,1
hw1_design_(1217)_v1,0,-0.65027255,1,1,1,1,1
hw1_design_(218),0,-0.6499641,1,1,1,1,1
hw1_design_(218),0,-0.6499641,1,1,1,1,1
hw1_design_(1582),0,-0.6498955,1,1,1,1,1
hw1_design_(1582)_v1,0,-0.6498955,1,1,1,1,1
hw1_design_(693)_v1,0,-0.6498841,1,1,1,1,1
hw1_design_(693),0,-0.6498841,1,1,1,1,1
hw1_design_(745),0,-0.64983124,1,1,1,1,1
hw1_design_(745),0,-0.64983124,1,1,1,1,1
hw1_design_(1086),0,-0.6494499400000001,1,1,1,1,1
hw1_design_(1086),0,-0.6494499400000001,1,1,1,1,1
hw1_design_(75),0,-0.6493598,1,1,1,1,1
hw1_design_(75),0,-0.6493598,1,1,1,1,1
hw1_design_(1538)_v1,0,-0.64934456,1,1,1,1,1
hw1_design_(1538),0,-0.64934456,1,1,1,1,1
hw1_design_(862),0,-0.64923155,1,1,1,1,1
hw1_design_(862),0,-0.64923155,1,1,1,1,1
hw1_design_(860),0,-0.6491061,1,1,1,1,1
hw1_design_(860),0,-0.6491061,1,1,1,1,1
hw1_design_(915)_v1,0,-0.6490068999999999,1,1,1,1,1
hw1_design_(915),0,-0.6490068999999999,1,1,1,1,1
hw1_design_(1361),0,-0.6489943,1,1,1,1,1
hw1_design_(1361)_v1,0,-0.6489943,1,1,1,1,1
hw1_design_(333),0,-0.648883,1,1,1,1,1
hw1_design_(333),0,-0.648883,1,1,1,1,1
hw1_design_(1032),0,-0.64882874,1,1,1,1,1
hw1_design_(1032),0,-0.64882874,1,1,1,1,1
hw1_design_(507),0,-0.64877,1,1,1,1,1
hw1_design_(507)_v1,0,-0.64877,1,1,1,1,1
hw1_design_(1110),0,-0.6487524000000001,1,1,1,1,1
hw1_design_(1110)_v1,0,-0.6487524000000001,1,1,1,1,1
hw1_design_(400),0,-0.6487148,1,1,1,1,1
hw1_design_(400),0,-0.6487148,1,1,1,1,1
hw1_design_(678),0,-0.6486671,1,1,1,1,1
hw1_design_(678),0,-0.6486671,1,1,1,1,1
hw1_design_(357),0,-0.6485466999999999,1,1,1,1,1
hw1_design_(357),0,-0.6485466999999999,1,1,1,1,1
hw1_design_(1250),0,-0.6484353499999999,1,1,1,1,1
hw1_design_(1250)_v1,0,-0.6484353499999999,1,1,1,1,1
hw1_design_(925),0,-0.64841235,1,1,1,1,1
hw1_design_(925),0,-0.64841235,1,1,1,1,1
hw1_design_(150),0,-0.648405,1,1,1,1,1
hw1_design_(150),0,-0.648405,1,1,1,1,1
hw1_design_(620),0,-0.6483677600000001,1,1,1,1,1
hw1_design_(620),0,-0.6483677600000001,1,1,1,1,1
hw1_design_(372),0,-0.6481355400000001,1,1,1,1,1
hw1_design_(372),0,-0.6481355400000001,1,1,1,1,1
hw1_design_(597),0,-0.64808786,1,1,1,1,1
hw1_design_(597),0,-0.64808786,1,1,1,1,1
hw1_design_(1261)_v1,0,-0.648052,1,1,1,1,1
hw1_design_(1261),0,-0.648052,1,1,1,1,1
hw1_design_(369),0,-0.6478152,1,1,1,1,1
hw1_design_(369),0,-0.6478152,1,1,1,1,1
hw1_design_(1543),0,-0.6477759,1,1,1,1,1
hw1_design_(1543)_v1,0,-0.6477759,1,1,1,1,1
hw1_design_(838),0,-0.6477684999999999,1,1,1,1,1
hw1_design_(838)_v1,0,-0.6477684999999999,1,1,1,1,1
hw1_design_(1321)_v1,0,-0.6475843,1,1,1,1,1
hw1_design_(1321),0,-0.6475843,1,1,1,1,1
hw1_design_(482),0,-0.64719427,1,1,1,1,1
hw1_design_(482),0,-0.64719427,1,1,1,1,1
hw1_design_(886),0,-0.6470276999999999,1,1,1,1,1
hw1_design_(886)_v1,0,-0.6470276999999999,1,1,1,1,1
hw1_design_(936)_v1,0,-0.6468594,1,1,1,1,1
hw1_design_(936),0,-0.6468594,1,1,1,1,1
hw1_design_(508)_v1,0,-0.6467762,1,1,1,1,1
hw1_design_(508),0,-0.6467762,1,1,1,1,1
hw1_design_(1130),0,-0.6467109300000001,1,1,1,1,1
hw1_design_(1130),0,-0.6467109300000001,1,1,1,1,1
hw1_design_(1360)_v1,0,-0.646651,1,1,1,1,1
hw1_design_(1360),0,-0.646651,1,1,1,1,1
hw1_design_(485),0,-0.646543,1,1,1,1,1
hw1_design_(485)_v1,0,-0.646543,1,1,1,1,1
hw1_design_(969),0,-0.6464976,1,1,1,1,1
hw1_design_(969),0,-0.6464976,1,1,1,1,1
hw1_design_(940),0,-0.6464153499999999,1,1,1,1,1
hw1_design_(940),0,-0.6464153499999999,1,1,1,1,1
hw1_design_(1690),0,-0.64619064,1,1,1,1,1
hw1_design_(1690)_v1,0,-0.64619064,1,1,1,1,1
hw1_design_(882),0,-0.64610213,1,1,1,1,1
hw1_design_(882),0,-0.64610213,1,1,1,1,1
hw1_design_(167),0,-0.6460594,1,1,1,1,1
hw1_design_(167),0,-0.6460594,1,1,1,1,1
hw1_design_(885)_v1,0,-0.6460546000000001,1,1,1,1,1
hw1_design_(885),0,-0.6460546000000001,1,1,1,1,1
hw1_design_(622),0,-0.64601374,1,1,1,1,1
hw1_design_(622),0,-0.64601374,1,1,1,1,1
hw1_design_(486)_v1,0,-0.64600796,1,1,1,1,1
hw1_design_(486),0,-0.64600796,1,1,1,1,1
hw1_design_(900),0,-0.64598656,1,1,1,1,1
hw1_design_(900)_v1,0,-0.64598656,1,1,1,1,1
hw1_design_(1249),0,-0.645895,1,1,1,1,1
hw1_design_(1249)_v1,0,-0.645895,1,1,1,1,1
hw1_design_(246),0,-0.6457969,1,1,1,1,1
hw1_design_(246),0,-0.6457969,1,1,1,1,1
hw1_design_(1244),0,-0.6457606,1,1,1,1,1
hw1_design_(1244)_v1,0,-0.6457606,1,1,1,1,1
hw1_design_(21),0,-0.64568937,1,1,1,1,1
hw1_design_(21),0,-0.64568937,1,1,1,1,1
hw1_design_(1065),0,-0.6456321000000002,1,1,1,1,1
hw1_design_(1065),0,-0.6456321000000002,1,1,1,1,1
hw1_design_(513),0,-0.6455136499999999,1,1,1,1,1
hw1_design_(513),0,-0.6455136499999999,1,1,1,1,1
hw1_design_(222),0,-0.64551353,1,1,1,1,1
hw1_design_(222),0,-0.64551353,1,1,1,1,1
hw1_design_(156),0,-0.64545256,1,1,1,1,1
hw1_design_(156),0,-0.64545256,1,1,1,1,1
hw1_design_(1004),0,-0.6450294,1,1,1,1,1
hw1_design_(1004),0,-0.6450294,1,1,1,1,1
hw1_design_(556),0,-0.64497197,1,1,1,1,1
hw1_design_(556)_v1,0,-0.64497197,1,1,1,1,1
hw1_design_(1541),0,-0.6449204699999999,1,1,1,1,1
hw1_design_(1541)_v1,0,-0.6449204699999999,1,1,1,1,1
hw1_design_(1539)_v1,0,-0.6448204999999999,1,1,1,1,1
hw1_design_(1539),0,-0.6448204999999999,1,1,1,1,1
hw1_design_(712),0,-0.6447614,1,1,1,1,1
hw1_design_(712),0,-0.6447614,1,1,1,1,1
hw1_design_(1526)_v1,0,-0.6446657,1,1,1,1,1
hw1_design_(1526),0,-0.6446657,1,1,1,1,1
hw1_design_(791),0,-0.6446122,1,1,1,1,1
hw1_design_(791),0,-0.6446122,1,1,1,1,1
hw1_design_(448),0,-0.6445182000000002,1,1,1,1,1
hw1_design_(448),0,-0.6445182000000002,1,1,1,1,1
hw1_design_(1158)_v1,0,-0.6445099,1,1,1,1,1
hw1_design_(1158),0,-0.6445099,1,1,1,1,1
hw1_design_(956),0,-0.6444653000000001,1,1,1,1,1
hw1_design_(956),0,-0.6444653000000001,1,1,1,1,1
hw1_design_(162),0,-0.6444391,1,1,1,1,1
hw1_design_(162),0,-0.6444391,1,1,1,1,1
hw1_design_(76),0,-0.6441666,1,1,1,1,1
hw1_design_(76),0,-0.6441666,1,1,1,1,1
hw1_design_(764),0,-0.64413965,1,1,1,1,1
hw1_design_(764),0,-0.64413965,1,1,1,1,1
hw1_design_(930),0,-0.6440967,1,1,1,1,1
hw1_design_(930),0,-0.6440967,1,1,1,1,1
hw1_design_(168),0,-0.6439685,1,1,1,1,1
hw1_design_(168),0,-0.6439685,1,1,1,1,1
hw1_design_(481),0,-0.6435459999999998,1,1,1,1,1
hw1_design_(481),0,-0.6435459999999998,1,1,1,1,1
hw1_design_(1464)_v1,0,-0.6434790499999999,1,1,1,1,1
hw1_design_(1464),0,-0.6434790499999999,1,1,1,1,1
hw1_design_(1504),0,-0.6431884,1,1,1,1,1
hw1_design_(1504)_v1,0,-0.6431884,1,1,1,1,1
hw1_design_(663),0,-0.6431585599999999,1,1,1,1,1
hw1_design_(663),0,-0.6431585599999999,1,1,1,1,1
hw1_design_(566),0,-0.64306617,1,1,1,1,1
hw1_design_(566),0,-0.64306617,1,1,1,1,1
hw1_design_(1753),0,-0.6429722299999999,1,1,1,1,1
hw1_design_(1753)_v1,0,-0.6429722299999999,1,1,1,1,1
hw1_design_(245),0,-0.64290035,1,1,1,1,1
hw1_design_(245),0,-0.64290035,1,1,1,1,1
hw1_design_(735),0,-0.64283466,1,1,1,1,1
hw1_design_(735),0,-0.64283466,1,1,1,1,1
hw1_design_(1192),0,-0.64274,1,1,1,1,1
hw1_design_(1192)_v1,0,-0.64274,1,1,1,1,1
hw1_design_(360),0,-0.6426262,1,1,1,1,1
hw1_design_(360),0,-0.6426262,1,1,1,1,1
hw1_design_(515),0,-0.6424796600000001,1,1,1,1,1
hw1_design_(515),0,-0.6424796600000001,1,1,1,1,1
hw1_design_(458),0,-0.6423221,1,1,1,1,1
hw1_design_(458),0,-0.6423221,1,1,1,1,1
hw1_design_(605),0,-0.6422341500000001,1,1,1,1,1
hw1_design_(605),0,-0.6422341500000001,1,1,1,1,1
hw1_design_(1263),0,-0.64219594,1,1,1,1,1
hw1_design_(1263)_v1,0,-0.64219594,1,1,1,1,1
hw1_design_(1047)_v1,0,-0.64209723,1,1,1,1,1
hw1_design_(1047),0,-0.64209723,1,1,1,1,1
hw1_design_(1202)_v1,0,-0.6420399,1,1,1,1,1
hw1_design_(1202),0,-0.6420399,1,1,1,1,1
hw1_design_(990),0,-0.64187956,1,1,1,1,1
hw1_design_(990),0,-0.64187956,1,1,1,1,1
hw1_design_(155),0,-0.6418609599999999,1,1,1,1,1
hw1_design_(155),0,-0.6418609599999999,1,1,1,1,1
hw1_design_(1105)_v1,0,-0.6418417,1,1,1,1,1
hw1_design_(1105),0,-0.6418417,1,1,1,1,1
hw1_design_(1246),0,-0.6417343,1,1,1,1,1
hw1_design_(1246)_v1,0,-0.6417343,1,1,1,1,1
hw1_design_(627),0,-0.6415758,1,1,1,1,1
hw1_design_(627),0,-0.6415758,1,1,1,1,1
hw1_design_(84),0,-0.6415666299999999,1,1,1,1,1
hw1_design_(84),0,-0.6415666299999999,1,1,1,1,1
hw1_design_(962),0,-0.64156234,1,1,1,1,1
hw1_design_(962)_v1,0,-0.64156234,1,1,1,1,1
hw1_design_(1052),0,-0.6415598400000001,1,1,1,1,1
hw1_design_(1052),0,-0.6415598400000001,1,1,1,1,1
hw1_design_(1357)_v1,0,-0.6415411,1,1,1,1,1
hw1_design_(1357),0,-0.6415411,1,1,1,1,1
hw1_design_(632),0,-0.64121556,1,1,1,1,1
hw1_design_(632),0,-0.64121556,1,1,1,1,1
hw1_design_(1525)_v1,0,-0.6412152,1,1,1,1,1
hw1_design_(1525),0,-0.6412152,1,1,1,1,1
hw1_design_(1131)_v1,0,-0.6411634,1,1,1,1,1
hw1_design_(1131),0,-0.6411634,1,1,1,1,1
hw1_design_(1900),0,-0.6411202500000001,1,1,1,1,1
hw1_design_(1900)_v1,0,-0.6411202500000001,1,1,1,1,1
hw1_design_(774)_v1,0,-0.6410695999999999,1,1,1,1,1
hw1_design_(774),0,-0.6410695999999999,1,1,1,1,1
hw1_design_(1518),0,-0.6409988000000001,1,1,1,1,1
hw1_design_(1518)_v1,0,-0.6409988000000001,1,1,1,1,1
hw1_design_(238),0,-0.64096355,1,1,1,1,1
hw1_design_(238),0,-0.64096355,1,1,1,1,1
hw1_design_(54),0,-0.64078546,1,1,1,1,1
hw1_design_(54),0,-0.64078546,1,1,1,1,1
hw1_design_(1135)_v1,0,-0.64077365,1,1,1,1,1
hw1_design_(1135),0,-0.64077365,1,1,1,1,1
hw1_design_(1136)_v1,0,-0.6407549,1,1,1,1,1
hw1_design_(1136),0,-0.6407549,1,1,1,1,1
hw1_design_(334),0,-0.64064765,1,1,1,1,1
hw1_design_(334),0,-0.64064765,1,1,1,1,1
hw1_design_(1000),0,-0.64059687,1,1,1,1,1
hw1_design_(1000),0,-0.64059687,1,1,1,1,1
hw1_design_(1502)_v1,0,-0.64046526,1,1,1,1,1
hw1_design_(1502),0,-0.64046526,1,1,1,1,1
hw1_design_(1094)_v1,0,-0.64034915,1,1,1,1,1
hw1_design_(1094),0,-0.64034915,1,1,1,1,1
hw1_design_(760),0,-0.64025736,1,1,1,1,1
hw1_design_(760),0,-0.64025736,1,1,1,1,1
hw1_design_(601),0,-0.6402091,1,1,1,1,1
hw1_design_(601),0,-0.6402091,1,1,1,1,1
hw1_design_(1156),0,-0.64019775,1,1,1,1,1
hw1_design_(1156)_v1,0,-0.64019775,1,1,1,1,1
hw1_design_(743),0,-0.6399141,1,1,1,1,1
hw1_design_(743),0,-0.6399141,1,1,1,1,1
hw1_design_(1221)_v1,0,-0.63974476,1,1,1,1,1
hw1_design_(1221),0,-0.63974476,1,1,1,1,1
hw1_design_(849),0,-0.6397437999999999,1,1,1,1,1
hw1_design_(849),0,-0.6397437999999999,1,1,1,1,1
hw1_design_(1285)_v1,0,-0.6397355,1,1,1,1,1
hw1_design_(1285),0,-0.6397355,1,1,1,1,1
hw1_design_(1596)_v1,0,-0.63973475,1,1,1,1,1
hw1_design_(1596),0,-0.63973475,1,1,1,1,1
hw1_design_(1137)_v1,0,-0.6395368599999999,1,1,1,1,1
hw1_design_(1137),0,-0.6395368599999999,1,1,1,1,1
hw1_design_(931),0,-0.6394650999999999,1,1,1,1,1
hw1_design_(931)_v1,0,-0.6394650999999999,1,1,1,1,1
hw1_design_(1049),0,-0.63946426,1,1,1,1,1
hw1_design_(1049),0,-0.63946426,1,1,1,1,1
hw1_design_(598),0,-0.6394596,1,1,1,1,1
hw1_design_(598),0,-0.6394596,1,1,1,1,1
hw1_design_(748),0,-0.63944364,1,1,1,1,1
hw1_design_(748),0,-0.63944364,1,1,1,1,1
hw1_design_(1051),0,-0.6394342000000001,1,1,1,1,1
hw1_design_(1051),0,-0.6394342000000001,1,1,1,1,1
hw1_design_(221),0,-0.639434,1,1,1,1,1
hw1_design_(221),0,-0.639434,1,1,1,1,1
hw1_design_(1324),0,-0.6391727,1,1,1,1,1
hw1_design_(1324)_v1,0,-0.6391727,1,1,1,1,1
hw1_design_(1031),0,-0.6388699,1,1,1,1,1
hw1_design_(1031),0,-0.6388699,1,1,1,1,1
hw1_design_(939),0,-0.6388656,1,1,1,1,1
hw1_design_(939),0,-0.6388656,1,1,1,1,1
hw1_design_(487),0,-0.6388296000000001,1,1,1,1,1
hw1_design_(487),0,-0.6388296000000001,1,1,1,1,1
hw1_design_(754)_v1,0,-0.6387454,1,1,1,1,1
hw1_design_(754),0,-0.6387454,1,1,1,1,1
hw1_design_(1445),0,-0.6387083000000001,1,1,1,1,1
hw1_design_(1445)_v1,0,-0.6387083000000001,1,1,1,1,1
hw1_design_(1627),0,-0.6386403,1,1,1,1,1
hw1_design_(1627)_v1,0,-0.6386403,1,1,1,1,1
hw1_design_(2537)_v1,0,-0.6385944,1,1,1,1,1
hw1_design_(2537),0,-0.6385944,1,1,1,1,1
hw1_design_(840)_v1,0,-0.63833356,1,1,1,1,1
hw1_design_(840),0,-0.63833356,1,1,1,1,1
hw1_design_(767),0,-0.6383096,1,1,1,1,1
hw1_design_(767),0,-0.6383096,1,1,1,1,1
hw1_design_(759),0,-0.6383055400000001,1,1,1,1,1
hw1_design_(759),0,-0.6383055400000001,1,1,1,1,1
hw1_design_(998),0,-0.63826627,1,1,1,1,1
hw1_design_(998)_v1,0,-0.63826627,1,1,1,1,1
hw1_design_(1691),0,-0.63817155,1,1,1,1,1
hw1_design_(1691)_v1,0,-0.63817155,1,1,1,1,1
hw1_design_(881),0,-0.6381035,1,1,1,1,1
hw1_design_(881),0,-0.6381035,1,1,1,1,1
hw1_design_(891),0,-0.6379947,1,1,1,1,1
hw1_design_(891),0,-0.6379947,1,1,1,1,1
hw1_design_(920)_v1,0,-0.6377704,1,1,1,1,1
hw1_design_(920),0,-0.6377704,1,1,1,1,1
hw1_design_(1316),0,-0.6377700600000001,1,1,1,1,1
hw1_design_(1316)_v1,0,-0.6377700600000001,1,1,1,1,1
hw1_design_(1190),0,-0.63770455,1,1,1,1,1
hw1_design_(1190)_v1,0,-0.63770455,1,1,1,1,1
hw1_design_(1455),0,-0.6374924000000001,1,1,1,1,1
hw1_design_(1455)_v1,0,-0.6374924000000001,1,1,1,1,1
hw1_design_(1062)_v1,0,-0.6374848000000001,1,1,1,1,1
hw1_design_(1062),0,-0.6374848000000001,1,1,1,1,1
hw1_design_(751),0,-0.6370249,1,1,1,1,1
hw1_design_(751),0,-0.6370249,1,1,1,1,1
hw1_design_(20),0,-0.6369778999999999,1,1,1,1,1
hw1_design_(20),0,-0.6369778999999999,1,1,1,1,1
hw1_design_(1286),0,-0.6369417999999999,1,1,1,1,1
hw1_design_(1286)_v1,0,-0.6369417999999999,1,1,1,1,1
hw1_design_(1685),0,-0.6368857600000001,1,1,1,1,1
hw1_design_(1685)_v1,0,-0.6368857600000001,1,1,1,1,1
hw1_design_(888)_v1,0,-0.63659024,1,1,1,1,1
hw1_design_(888),0,-0.63659024,1,1,1,1,1
hw1_design_(1090),0,-0.63647103,1,1,1,1,1
hw1_design_(1090)_v1,0,-0.63647103,1,1,1,1,1
hw1_design_(1667)_v1,0,-0.63644826,1,1,1,1,1
hw1_design_(1667),0,-0.63644826,1,1,1,1,1
hw1_design_(694)_v1,0,-0.6363597,1,1,1,1,1
hw1_design_(694),0,-0.6363597,1,1,1,1,1
hw1_design_(193),0,-0.6361384,1,1,1,1,1
hw1_design_(193),0,-0.6361384,1,1,1,1,1
hw1_design_(78),0,-0.63610566,1,1,1,1,1
hw1_design_(78),0,-0.63610566,1,1,1,1,1
hw1_design_(961),0,-0.6360163,1,1,1,1,1
hw1_design_(961)_v1,0,-0.6360163,1,1,1,1,1
hw1_design_(53),0,-0.6359488,1,1,1,1,1
hw1_design_(53),0,-0.6359488,1,1,1,1,1
hw1_design_(1179),0,-0.63588655,1,1,1,1,1
hw1_design_(1179)_v1,0,-0.63588655,1,1,1,1,1
hw1_design_(1558),0,-0.6358574,1,1,1,1,1
hw1_design_(1558)_v1,0,-0.6358574,1,1,1,1,1
hw1_design_(1141),0,-0.63584614,1,1,1,1,1
hw1_design_(1141)_v1,0,-0.63584614,1,1,1,1,1
hw1_design_(1329),0,-0.63571995,1,1,1,1,1
hw1_design_(1329)_v1,0,-0.63571995,1,1,1,1,1
hw1_design_(630),0,-0.63556683,1,1,1,1,1
hw1_design_(630),0,-0.63556683,1,1,1,1,1
hw1_design_(1306),0,-0.63549227,1,1,1,1,1
hw1_design_(1306)_v1,0,-0.63549227,1,1,1,1,1
hw1_design_(1035),0,-0.63546836,1,1,1,1,1
hw1_design_(1035),0,-0.63546836,1,1,1,1,1
hw1_design_(1122)_v1,0,-0.63540465,1,1,1,1,1
hw1_design_(1122),0,-0.63540465,1,1,1,1,1
hw1_design_(935)_v1,0,-0.6353918,1,1,1,1,1
hw1_design_(935),0,-0.6353918,1,1,1,1,1
hw1_design_(2080),0,-0.6353299,1,1,1,1,1
hw1_design_(2080)_v1,0,-0.6353299,1,1,1,1,1
hw1_design_(1003),0,-0.6352267,1,1,1,1,1
hw1_design_(1003),0,-0.6352267,1,1,1,1,1
hw1_design_(1213)_v1,0,-0.6348447999999999,1,1,1,1,1
hw1_design_(1213),0,-0.6348447999999999,1,1,1,1,1
hw1_design_(869),0,-0.6348314,1,1,1,1,1
hw1_design_(869)_v1,0,-0.6348314,1,1,1,1,1
hw1_design_(747),0,-0.63481903,1,1,1,1,1
hw1_design_(747),0,-0.63481903,1,1,1,1,1
hw1_design_(422),0,-0.6340152,1,1,1,1,1
hw1_design_(422)_v1,0,-0.6340152,1,1,1,1,1
hw1_design_(1159)_v1,0,-0.6338933999999999,1,1,1,1,1
hw1_design_(1159),0,-0.6338933999999999,1,1,1,1,1
hw1_design_(1399),0,-0.63384616,1,1,1,1,1
hw1_design_(1399)_v1,0,-0.63384616,1,1,1,1,1
hw1_design_(1545),0,-0.6336353,1,1,1,1,1
hw1_design_(1545)_v1,0,-0.6336353,1,1,1,1,1
hw1_design_(870),0,-0.6335563999999999,1,1,1,1,1
hw1_design_(870),0,-0.6335563999999999,1,1,1,1,1
hw1_design_(964)_v1,0,-0.6335375,1,1,1,1,1
hw1_design_(964),0,-0.6335375,1,1,1,1,1
hw1_design_(1288)_v1,0,-0.6334980999999998,1,1,1,1,1
hw1_design_(1288),0,-0.6334980999999998,1,1,1,1,1
hw1_design_(955),0,-0.63344145,1,1,1,1,1
hw1_design_(955),0,-0.63344145,1,1,1,1,1
hw1_design_(1033),0,-0.6332958,1,1,1,1,1
hw1_design_(1033),0,-0.6332958,1,1,1,1,1
hw1_design_(798),0,-0.63311625,1,1,1,1,1
hw1_design_(798),0,-0.63311625,1,1,1,1,1
hw1_design_(1546),0,-0.6329944,1,1,1,1,1
hw1_design_(1546)_v1,0,-0.6329944,1,1,1,1,1
hw1_design_(1088),0,-0.6328324,1,1,1,1,1
hw1_design_(1088)_v1,0,-0.6328324,1,1,1,1,1
hw1_design_(621),0,-0.6327709,1,1,1,1,1
hw1_design_(621),0,-0.6327709,1,1,1,1,1
hw1_design_(1594),0,-0.6326587999999999,1,1,1,1,1
hw1_design_(1594)_v1,0,-0.6326587999999999,1,1,1,1,1
hw1_design_(1116)_v1,0,-0.6323199,1,1,1,1,1
hw1_design_(1116),0,-0.6323199,1,1,1,1,1
hw1_design_(1349)_v1,0,-0.6321426,1,1,1,1,1
hw1_design_(1349),0,-0.6321426,1,1,1,1,1
hw1_design_(1547),0,-0.6318381999999999,1,1,1,1,1
hw1_design_(1547)_v1,0,-0.6318381999999999,1,1,1,1,1
hw1_design_(1121)_v1,0,-0.6317805,1,1,1,1,1
hw1_design_(1121),0,-0.6317805,1,1,1,1,1
hw1_design_(1267)_v1,0,-0.6317227,1,1,1,1,1
hw1_design_(1267),0,-0.6317227,1,1,1,1,1
hw1_design_(442),0,-0.6317127,1,1,1,1,1
hw1_design_(442),0,-0.6317127,1,1,1,1,1
hw1_design_(1205),0,-0.63166237,1,1,1,1,1
hw1_design_(1205)_v1,0,-0.63166237,1,1,1,1,1
hw1_design_(1251)_v1,0,-0.6310719000000001,1,1,1,1,1
hw1_design_(1251),0,-0.6310719000000001,1,1,1,1,1
hw1_design_(793),0,-0.6310686,1,1,1,1,1
hw1_design_(793),0,-0.6310686,1,1,1,1,1
